 ,4096
4576,155.23607952807512
4608,152.70787112171837
4640,152.7866936005171
4672,125.78617740209715
4704,148.98312348565355
4736,133.9652761241292
4768,141.8773849863703
4800,128.20113163924182
4832,128.43908545416926
4864,155.27240575539565
4896,148.60229283234634
4928,137.75628606208156
4960,130.22645454545454
4992,128.91367033847385
5024,155.64976835820897
5056,154.09830017797114
5088,156.31951306740027
5120,134.08332083577426
5152,147.2429134484766
5184,131.78364648023143
5216,143.23994728771322
5248,134.27044618022478
5280,133.63767581897366
5312,143.97707396950875
5344,151.95928849391953
5376,133.56062637158266
5408,148.30744315030503
5440,132.69168608711632
5472,157.56615786588708
5504,133.3175093551317
5536,156.0898627415568
5568,144.64669402047045
5600,132.82276843420817
5632,154.78599715959524
5664,148.0114266548985
5696,157.07027874319817
5728,134.9393686507244
5760,143.804425446971
5792,140.45483997928534
5824,138.94547896995707
5856,135.74056769677307
5888,138.00303854644253
5920,140.0797650734673
5952,134.67452763312616
5984,138.50205380116958
6016,148.39943327239487
6048,161.98112812035046
6080,152.41270794277256
6112,155.75478782921644
6144,151.68008852725794
6176,158.00613048405376
6208,139.4269706877114
6240,153.1724073065214
6272,151.32536840427227
6304,148.73974750198255
6336,153.71530377150071
6368,159.39058282304913
6400,147.40416684892983
6432,152.83169951810973
6464,132.4287890177881
6496,141.33088056025858
6528,154.75320140909787
6560,138.7878035360463
6592,142.02512012740786
6624,162.81746762264152
6656,137.07327129337537
6688,140.77202631185529
6720,134.56023181074244
6752,140.49852495187324
6784,140.89152453942518
6816,134.55651122194513
6848,153.65796291429405
6880,152.87398503124544
6912,152.09726515261102
6944,153.80284938804894
6976,138.72530012899526
7008,154.71475060636322
7040,160.18291634710977
7072,159.86326820302557
7104,149.33122223786066
7136,149.3307137452711
7168,145.2006500209234
7200,147.93720413831412
7232,143.98188262131893
7264,154.52105258086715
7296,150.7024244209949
7328,147.4383559830809
7360,144.00806140470044
7392,144.7410762883809
7424,149.77650006734007
7456,147.59696727906663
7488,143.3319877153158
7520,150.34076532376014
7552,144.5198122600291
7584,175.82717481872118
7616,147.1921958776421
7648,145.01575774611058
7680,160.45043054289806
7712,159.10375858939452
7744,154.31568637830856
7776,149.81261154686896
7808,159.4102547061083
7840,152.4263475322025
7872,150.53315813539945
7904,157.47434269449712
7936,149.01852954516818
7968,153.09384301668968
8000,162.26900924884387
8032,164.47581214988173
8064,160.6852892746435
8096,138.76132407064344
8128,146.43867892729733
8160,163.59289449822325
